Gene,group,annotated,COG_category,COG_description,Preferred_name,GOs,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction
iolE,cloud,Yes,G,Carbohydrate metabolism and transport,iolE,-,ko:K03335,"ko00562,ko01100,ko01120,map00562,map01100,map01120",-,"R02782,R05659"
iolB,cloud,Yes,G,Carbohydrate metabolism and transport,iolB,-,ko:K03337,"ko00562,ko01100,ko01120,map00562,map01100,map01120",-,R08503
group_11339,cloud,Yes,L,Replication and repair,-,-,ko:K07483,-,-,-
group_11340,cloud,Yes,L,Replication and repair,-,-,ko:K07484,-,-,-
group_11341,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
rhlE_2,cloud,Yes,L,Replication and repair,-,-,-,-,-,-
group_5763,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_11342,cloud,Yes,L,Replication and repair,intB,-,-,-,-,-
group_7295,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_1704,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_2609,cloud,Yes,J,Tranlsation,-,-,-,-,-,-
group_7474,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_5121,cloud,Yes,S,Function Unknown,-,-,ko:K06198,-,-,-
group_11345,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_11348,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_11349,cloud,Yes,G,Carbohydrate metabolism and transport,-,-,-,-,-,-
group_11044,cloud,Yes,M,Cell wall/membrane/envelop biogenesis,wcaJ,"GO:0000271,GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0005886,GO:0005975,GO:0005976,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009242,GO:0009987,GO:0016020,GO:0016051,GO:0016740,GO:0016772,GO:0016780,GO:0033692,GO:0034637,GO:0034645,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044262,GO:0044264,GO:0044464,GO:0046377,GO:0071704,GO:0071944,GO:0089702,GO:1901135,GO:1901137,GO:1901576",ko:K03606,"ko05111,map05111",-,-
group_11051,cloud,Yes,S,Function Unknown,rfbN,-,ko:K12992,"ko02025,map02025",-,-
etp_2,cloud,Yes,T,Signal Transduction,etp,"GO:0003674,GO:0003824,GO:0004721,GO:0004725,GO:0006464,GO:0006470,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0019538,GO:0035335,GO:0036211,GO:0042578,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0071704,GO:0140096,GO:1901564","ko:K01104,ko:K20945","ko05111,map05111",-,-
group_11350,cloud,Yes,M,Cell wall/membrane/envelop biogenesis,-,-,-,-,-,-
group_7193,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_11351,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_11352,cloud,Yes,L,Replication and repair,-,-,-,-,-,-
group_11354,cloud,Yes,M,Cell wall/membrane/envelop biogenesis,-,-,ko:K00786,-,-,-
group_11355,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_11359,cloud,Yes,M,Cell wall/membrane/envelop biogenesis,-,-,-,-,-,-
group_11358,cloud,Yes,E,Amino Acid metabolis and transport,vioA,-,ko:K20429,-,-,R02773
group_11357,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_11356,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_11360,cloud,Yes,L,Replication and repair,-,-,ko:K07497,-,-,-
ydcC,cloud,Yes,L,Replication and repair,-,-,-,-,-,-
group_11361,cloud,Yes,V,Defense mechanism,-,-,ko:K01154,-,-,-
group_11363,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_11364,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_11365,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_11367,cloud,Yes,V,Defense mechanism,-,-,-,-,-,-
group_11376,cloud,Yes,Not annotated,NA,-,-,ko:K12227,-,-,-
group_11369,cloud,Yes,S,Function Unknown,-,-,ko:K05839,-,-,-
group_11382,cloud,Yes,S,Function Unknown,-,-,ko:K03746,-,-,-
group_11370,cloud,Yes,S,Function Unknown,-,-,ko:K12209,-,-,-
group_11378,cloud,Yes,Not annotated,NA,-,-,ko:K12211,-,-,-
group_11368,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_11373,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_11371,cloud,Yes,U,Intracellular trafficing and secretion,icmB,-,ko:K12206,-,-,-
group_11377,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_11385,cloud,Yes,U,Intracellular trafficing and secretion,icmO,-,ko:K12217,-,-,-
group_11387,cloud,Yes,Not annotated,NA,-,-,ko:K12218,-,-,-
group_11388,cloud,Yes,M,Cell wall/membrane/envelop biogenesis,trbN,-,-,-,-,-
group_11390,cloud,Yes,"K,T","Transcription,Signal Transduction",umuD,-,ko:K03503,-,-,-
group_11426,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_11423,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_11424,cloud,Yes,L,Replication and repair,-,-,-,-,-,-
parM_1,cloud,Yes,O,"Post-translational modification, protein turnover, chaperone functions",-,-,ko:K18640,-,-,-
group_11427,cloud,Yes,L,Replication and repair,-,-,-,-,-,-
group_11418,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_11395,cloud,Yes,S,Function Unknown,-,-,ko:K05839,-,-,-
group_11413,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_11400,cloud,Yes,L,Replication and repair,ssb,-,ko:K03111,"ko03030,ko03430,ko03440,map03030,map03430,map03440",-,-
traI_1,cloud,Yes,U,Intracellular trafficing and secretion,traI,-,-,-,-,-
group_11435,cloud,Yes,S,Function Unknown,-,-,ko:K12205,-,-,-
group_11397,cloud,Yes,M,Cell wall/membrane/envelop biogenesis,dotC,-,ko:K12204,-,-,-
group_11402,cloud,Yes,"N,U","Cell motility,Intracellular trafficing and secretion",dotB,-,ko:K12203,-,-,-
group_11396,cloud,Yes,Not annotated,NA,-,-,ko:K12222,-,-,-
group_11441,cloud,Yes,K,Transcription,nac,"GO:0003674,GO:0003700,GO:0006355,GO:0008150,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0045892,GO:0045893,GO:0045934,GO:0045935,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051173,GO:0051252,GO:0051253,GO:0051254,GO:0060255,GO:0065007,GO:0080090,GO:0140110,GO:1902679,GO:1902680,GO:1903506,GO:1903507,GO:1903508,GO:2000112,GO:2000113,GO:2001141",ko:K19338,-,-,-
group_276,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_11448,cloud,Yes,M,Cell wall/membrane/envelop biogenesis,-,-,-,-,-,-
rfbX_2,cloud,Yes,S,Function Unknown,rfbX,"GO:0005575,GO:0005623,GO:0005886,GO:0006950,GO:0006974,GO:0008150,GO:0009987,GO:0016020,GO:0033554,GO:0042221,GO:0044464,GO:0046677,GO:0050896,GO:0051716,GO:0071944","ko:K03328,ko:K18799",-,-,-
group_11445,cloud,Yes,U,Intracellular trafficing and secretion,-,-,-,-,-,-
group_11449,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_11450,cloud,Yes,I,Lipid metabolism,-,-,-,-,-,-
group_4768,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_5762,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_11483,cloud,Yes,K,Transcription,-,-,-,-,-,-
group_11509,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_11503,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_11487,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_11489,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_11507,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_11513,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_11515,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_11517,cloud,Yes,P,Inorganic ion transport and metabolism,fiu,"GO:0005575,GO:0005623,GO:0006810,GO:0008150,GO:0009279,GO:0015688,GO:0015833,GO:0015891,GO:0015893,GO:0016020,GO:0019867,GO:0030312,GO:0030313,GO:0031975,GO:0042221,GO:0042493,GO:0042884,GO:0042886,GO:0042891,GO:0044462,GO:0044464,GO:0050896,GO:0051179,GO:0051181,GO:0051234,GO:0071702,GO:0071705,GO:0071944,GO:1901678",ko:K16090,-,-,-
group_5626,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_6320,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_11547,cloud,Yes,L,Replication and repair,-,-,-,-,-,-
group_11526,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_11551,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
traB,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_11566,cloud,Yes,U,Intracellular trafficing and secretion,-,-,ko:K03205,"ko03070,map03070",M00333,-
group_11578,cloud,Yes,K,Transcription,ybaQ,-,ko:K21498,-,-,-
group_11587,cloud,Yes,P,Inorganic ion transport and metabolism,-,-,-,-,-,-
group_11588,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_11593,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_11596,cloud,Yes,K,Transcription,-,-,ko:K21498,-,-,-
group_6202,cloud,Yes,K,Transcription,-,-,-,-,-,-
group_5838,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
yfdK_2,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_1011,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_7896,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_775,cloud,Yes,"N,T","Cell motility,Signal Transduction",-,-,ko:K21449,-,-,-
group_5330,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_6758,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_6545,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_471,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_4624,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_118,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_5948,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_7090,cloud,Yes,L,Replication and repair,-,-,-,-,-,-
group_11600,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
ymfL,cloud,Yes,Not annotated,NA,ymfL,-,-,-,-,-
group_7108,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_11581,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_11582,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_11612,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_11607,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_11613,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_11611,cloud,Yes,U,Intracellular trafficing and secretion,-,-,ko:K03198,"ko03070,map03070",M00333,-
virB4_2,cloud,Yes,U,Intracellular trafficing and secretion,lvhB4,-,ko:K03199,"ko03070,map03070",M00333,-
group_11615,cloud,Yes,Not annotated,NA,trwH2,-,-,-,-,-
group_11609,cloud,Yes,U,Intracellular trafficing and secretion,-,-,ko:K03203,"ko03070,map03070",M00333,-
group_6056,cloud,Yes,U,Intracellular trafficing and secretion,-,-,ko:K03195,"ko03070,map03070",M00333,-
recD2,cloud,Yes,L,Replication and repair,traI,-,-,-,-,-
traD,cloud,Yes,U,Intracellular trafficing and secretion,traD,-,-,-,-,-
uvrA_2,cloud,Yes,L,Replication and repair,uvrA2,-,ko:K03701,"ko03420,map03420",-,-
group_11618,cloud,Yes,S,Function Unknown,-,-,ko:K07484,-,-,-
group_11619,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_11620,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
umuC_2,cloud,Yes,L,Replication and repair,umuC,-,ko:K03502,-,-,-
group_11621,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
pinR,cloud,Yes,L,Replication and repair,-,-,-,-,-,-
group_11625,cloud,Yes,L,Replication and repair,Z012_01240,-,ko:K06919,-,-,-
group_11633,cloud,Yes,L,Replication and repair,-,-,-,-,-,-
frmR_2,cloud,Yes,S,Function Unknown,frmR,"GO:0006355,GO:0008150,GO:0009889,GO:0009890,GO:0009892,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0045892,GO:0045934,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0060255,GO:0065007,GO:0080090,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141",-,-,-,-
group_11636,cloud,Yes,E,Amino Acid metabolis and transport,-,-,-,-,-,-
frmB_2,cloud,Yes,S,Function Unknown,fghA,"GO:0003674,GO:0003824,GO:0006081,GO:0008150,GO:0008152,GO:0009987,GO:0016787,GO:0016788,GO:0016790,GO:0016999,GO:0017144,GO:0018738,GO:0044237,GO:0044281,GO:0046292,GO:0071704",ko:K01070,"ko00680,ko01120,ko01200,map00680,map01120,map01200",-,R00527
group_11637,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_11638,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_11639,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_11640,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_11644,cloud,Yes,L,Replication and repair,-,-,ko:K01156,-,-,-
group_11646,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
bin3_1,cloud,Yes,L,Replication and repair,-,-,-,-,-,-
group_11647,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_11648,cloud,Yes,L,Replication and repair,-,-,-,-,-,-
group_11649,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_11651,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_11650,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_11653,cloud,Yes,L,Replication and repair,-,-,ko:K07497,-,-,-
yjiK_1,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_11655,cloud,Yes,E,Amino Acid metabolis and transport,-,-,ko:K03819,-,-,-
group_11657,cloud,Yes,O,"Post-translational modification, protein turnover, chaperone functions",-,-,-,-,-,-
group_11660,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_8949,cloud,Yes,V,Defense mechanism,-,-,-,-,-,-
group_8946,cloud,Yes,V,Defense mechanism,-,-,-,-,-,-
group_11663,cloud,Yes,L,Replication and repair,-,-,ko:K07480,-,-,-
group_11665,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_11667,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_11668,cloud,Yes,L,Replication and repair,mod,-,"ko:K01156,ko:K07316",-,-,-
group_11669,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_11672,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_11671,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_11674,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_11675,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_2568,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_2661,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_589,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_11679,cloud,Yes,M,Cell wall/membrane/envelop biogenesis,-,-,"ko:K12997,ko:K16698",-,-,-
galE_3,cloud,Yes,M,Cell wall/membrane/envelop biogenesis,galE,-,ko:K01784,"ko00052,ko00520,ko01100,map00052,map00520,map01100","M00361,M00362,M00632","R00291,R02984"
group_11678,cloud,Yes,M,Cell wall/membrane/envelop biogenesis,-,-,ko:K09809,-,-,-
glyG,cloud,Yes,M,Cell wall/membrane/envelop biogenesis,-,-,-,-,-,-
group_11680,cloud,Yes,"M,U","Cell wall/membrane/envelop biogenesis,Intracellular trafficing and secretion",-,-,-,-,-,-
group_11681,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
fimB_1,cloud,Yes,L,Replication and repair,-,-,-,-,-,-
group_11682,cloud,Yes,L,Replication and repair,-,-,ko:K07357,-,-,-
group_11684,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_11685,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_11687,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_7954,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_5627,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
yafC_1,cloud,Yes,K,Transcription,-,-,-,-,-,-
yqhD_2,cloud,Yes,C,Energy production and conversion,-,-,ko:K08325,"ko00640,map00640",-,R02528
group_1631,cloud,Yes,"I,Q","Lipid metabolism,Secondary Structure",-,-,-,-,-,-
uidR_2,cloud,Yes,K,Transcription,-,-,-,-,-,-
group_11688,cloud,Yes,E,Amino Acid metabolis and transport,-,-,ko:K01476,"ko00220,ko00330,ko01100,ko01110,ko01130,ko01230,ko05146,map00220,map00330,map01100,map01110,map01130,map01230,map05146","M00029,M00134",R00551
group_11520,cloud,Yes,S,Function Unknown,kikA,-,-,-,-,-
group_1813,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_11689,cloud,Yes,T,Signal Transduction,-,-,ko:K20074,-,-,-
group_11690,cloud,Yes,"K,L,T","Transcription,Replication and repair,Signal Transduction",-,-,"ko:K08884,ko:K12132",-,-,-
group_6788,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_2978,cloud,Yes,V,Defense mechanism,-,-,ko:K07451,-,-,-
group_11691,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_11693,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_11704,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_11701,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_11717,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_11714,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_11721,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_11720,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_11719,cloud,Yes,L,Replication and repair,-,-,-,-,-,-
group_11724,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_11731,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_11734,cloud,Yes,O,"Post-translational modification, protein turnover, chaperone functions",-,-,-,-,-,-
group_11725,cloud,Yes,L,Replication and repair,-,-,ko:K00558,"ko00270,ko01100,ko05206,map00270,map01100,map05206",M00035,R04858
group_2734,cloud,Yes,S,Function Unknown,-,-,ko:K07484,-,-,-
group_11738,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_11739,cloud,Yes,"E,K","Amino Acid metabolis and transport,Transcription",-,-,-,-,-,-
group_11741,cloud,Yes,O,"Post-translational modification, protein turnover, chaperone functions",-,-,-,-,-,-
group_2397,cloud,Yes,L,Replication and repair,-,-,ko:K03657,"ko03420,ko03430,map03420,map03430",-,-
group_1345,cloud,Yes,L,Replication and repair,-,-,ko:K07459,-,-,-
group_11743,cloud,Yes,L,Replication and repair,-,-,-,-,-,-
group_11742,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
add_2,cloud,Yes,F,Nucleotide metabolism and transport,-,-,-,-,-,-
group_11753,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_11752,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_11750,cloud,Yes,L,Replication and repair,-,-,ko:K03630,-,-,-
group_11751,cloud,Yes,K,Transcription,-,-,-,-,-,-
group_8266,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_11754,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_11755,cloud,Yes,M,Cell wall/membrane/envelop biogenesis,yeeJ,"GO:0007155,GO:0008150,GO:0009987,GO:0022610,GO:0031589,GO:0042710,GO:0043708,GO:0044764,GO:0051704,GO:0090605",ko:K13735,"ko05100,map05100",-,-
group_6671,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_1829,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_6386,cloud,Yes,T,Signal Transduction,-,-,-,-,-,-
group_6672,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_5127,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_11756,cloud,Yes,L,Replication and repair,-,-,-,-,-,-
group_11757,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_11759,cloud,Yes,L,Replication and repair,-,-,-,-,-,-
group_11771,cloud,Yes,E,Amino Acid metabolis and transport,-,-,-,-,-,-
group_11763,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_11772,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_11766,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
traC_2,cloud,Yes,L,Replication and repair,traC,-,-,-,-,-
group_11760,cloud,Yes,S,Function Unknown,-,-,ko:K18837,-,-,-
group_11767,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_11764,cloud,Yes,D,Cell cycle control and mitosis,-,-,"ko:K03698,ko:K12070",-,-,-
group_11768,cloud,Yes,L,Replication and repair,-,-,-,-,-,-
group_11791,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_11785,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_11794,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_11782,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_11781,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_11775,cloud,Yes,"U,W","Intracellular trafficing and secretion,NA",xadA,-,ko:K21449,-,-,-
group_11797,cloud,Yes,U,Intracellular trafficing and secretion,-,-,-,-,-,-
group_11796,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_11779,cloud,Yes,"N,U","Cell motility,Intracellular trafficing and secretion",-,-,-,-,-,-
group_11789,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_11774,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_11784,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_11777,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_11773,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_11778,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_11786,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_11776,cloud,Yes,U,Intracellular trafficing and secretion,traD,-,ko:K12071,-,-,-
group_11788,cloud,Yes,"K,T","Transcription,Signal Transduction",-,-,-,-,-,-
group_11792,cloud,Yes,M,Cell wall/membrane/envelop biogenesis,-,-,-,-,-,-
group_11795,cloud,Yes,O,"Post-translational modification, protein turnover, chaperone functions",-,-,-,-,-,-
group_11787,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_11793,cloud,Yes,M,Cell wall/membrane/envelop biogenesis,pilL,-,ko:K02487,"ko02020,map02020",M00507,-
fyuA_2,cloud,Yes,P,Inorganic ion transport and metabolism,fyuA,"GO:0005575,GO:0005623,GO:0009279,GO:0016020,GO:0019867,GO:0030312,GO:0030313,GO:0031975,GO:0044462,GO:0044464,GO:0071944","ko:K02014,ko:K15721",-,-,-
ampG_3,cloud,Yes,"E,G,P","Amino Acid metabolis and transport,Carbohydrate metabolism and transport,Inorganic ion transport and metabolism",ybtX,-,ko:K05373,-,-,-
group_11800,cloud,Yes,Q,Secondary Structure,-,-,-,-,-,-
dltA_4,cloud,Yes,Q,Secondary Structure,irp2,-,"ko:K04784,ko:K04786,ko:K12239","ko01053,map01053",-,-
cmoM_2,cloud,Yes,Q,Secondary Structure,irp1,-,"ko:K04784,ko:K04786","ko01053,map01053",-,-
group_11799,cloud,Yes,Q,Secondary Structure,irp3,-,ko:K04785,"ko01053,map01053",-,-
pikAV_3,cloud,Yes,Q,Secondary Structure,irp4,-,ko:K05374,-,-,-
msbA_3,cloud,Yes,V,Defense mechanism,-,-,ko:K06147,-,-,-
msbA_4,cloud,Yes,V,Defense mechanism,-,-,ko:K06147,-,-,-
group_11805,cloud,Yes,D,Cell cycle control and mitosis,-,-,ko:K12055,-,-,-
group_11807,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_11802,cloud,Yes,L,Replication and repair,dnaB,-,ko:K02314,"ko03030,ko04112,map03030,map04112",-,-
group_11803,cloud,Yes,K,Transcription,-,-,-,-,-,-
group_11804,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_11811,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_11810,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_11813,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_11801,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_11808,cloud,Yes,Not annotated,NA,-,-,-,-,-,-
group_11809,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_11806,cloud,Yes,M,Cell wall/membrane/envelop biogenesis,pilL,-,ko:K02487,"ko02020,map02020",M00507,-
group_11812,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_11814,cloud,Yes,M,Cell wall/membrane/envelop biogenesis,-,-,-,-,-,-
group_11822,cloud,Yes,K,Transcription,alpA,-,ko:K07733,-,-,-
group_11818,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
insN1_2,cloud,Yes,L,Replication and repair,-,-,-,-,-,-
insO2,cloud,Yes,L,Replication and repair,-,-,ko:K07497,-,-,-
group_11815,cloud,Yes,L,Replication and repair,-,-,-,-,-,-
group_11823,cloud,Yes,L,Replication and repair,-,-,ko:K07497,-,-,-
group_11819,cloud,Yes,L,Replication and repair,traC,-,-,-,-,-
btuB_3,cloud,Yes,P,Inorganic ion transport and metabolism,-,-,-,-,-,-
group_11817,cloud,Yes,P,Inorganic ion transport and metabolism,irp,-,ko:K02014,-,-,-
group_11816,cloud,Yes,L,Replication and repair,-,-,ko:K07497,-,-,-
group_11820,cloud,Yes,"N,U","Cell motility,Intracellular trafficing and secretion",Z012_00755,-,ko:K07347,"ko05133,map05133",-,-
group_11821,cloud,Yes,"N,U","Cell motility,Intracellular trafficing and secretion",-,-,ko:K15540,-,-,-
hifA,cloud,Yes,"N,U","Cell motility,Intracellular trafficing and secretion",-,-,ko:K07345,"ko05133,map05133",-,-
group_6207,cloud,Yes,K,Transcription,-,-,-,-,-,-
group_11826,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_11827,cloud,Yes,M,Cell wall/membrane/envelop biogenesis,stfR,-,-,-,-,-
group_1597,cloud,Yes,L,Replication and repair,Z012_01240,-,ko:K06919,-,-,-
group_5464,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_6330,cloud,Yes,Not annotated,NA,-,-,ko:K12227,-,-,-
group_2600,cloud,Yes,S,Function Unknown,-,-,ko:K12205,-,-,-
group_590,cloud,Yes,"N,U","Cell motility,Intracellular trafficing and secretion",pilV,-,-,-,-,-
group_8094,cloud,Yes,S,Function Unknown,-,-,-,-,-,-
group_11830,cloud,Yes,S,Function Unknown,vapC,-,ko:K18828,-,-,-
group_11829,cloud,Yes,"M,U","Cell wall/membrane/envelop biogenesis,Intracellular trafficing and secretion",Z012_09305,"GO:0005575,GO:0005576,GO:0005623,GO:0009986,GO:0044464","ko:K01347,ko:K12684",-,-,-
